Name	Coefficient	Coefficient_std_error	Coefficient_P_value	partition
Brain_Spinal_cord_(cervical_c-1)	-2.42041604238e-09	6.19540302911e-09	0.651982868582	22
Brain_Cortex	-3.11841735485e-09	6.09439499924e-09	0.695564650463	22
Brain_Frontal_Cortex_(BA9)	-3.42520321342e-09	5.16390097146e-09	0.746430019046	22
Brain_Substantia_nigra	-4.99692934034e-09	5.68127106258e-09	0.810446876339	22
Brain_Caudate_(basal_ganglia)	-9.0925529742e-09	5.76985113187e-09	0.94247246996	22
Brain_Anterior_cingulate_cortex_(BA24)	-7.9840385233e-09	4.8031820324e-09	0.951767610662	22
Brain_Nucleus_accumbens_(basal_ganglia)	-1.16332985795e-08	5.8303809595e-09	0.976994349048	22
Brain_Cerebellar_Hemisphere	6.9992467014e-09	4.69296160662e-09	0.0679236761434	23
Brain_Cerebellum	4.54959125242e-09	4.86761422238e-09	0.174980346844	23
Brain_Spinal_cord_(cervical_c-1)	3.66704091381e-09	4.47776930783e-09	0.206409271109	23
Brain_Substantia_nigra	3.09956730131e-09	4.6704371465e-09	0.253455002093	23
Brain_Cortex	1.91820794721e-09	4.88615730631e-09	0.347314833265	23
Brain_Anterior_cingulate_cortex_(BA24)	1.11297178735e-09	4.34204068614e-09	0.398850106643	23
Brain_Putamen_(basal_ganglia)	-5.86561375179e-12	5.03255964637e-09	0.500464980241	23
Brain_Hippocampus	-2.32382355993e-10	4.43827206641e-09	0.520878577195	23
Brain_Caudate_(basal_ganglia)	-3.57593071119e-10	4.45157024242e-09	0.532012460691	23
Brain_Frontal_Cortex_(BA9)	-1.54257075899e-09	4.12311024549e-09	0.645845435216	23
Brain_Nucleus_accumbens_(basal_ganglia)	-1.59615406007e-09	4.25200787608e-09	0.646314152027	23
Brain_Amygdala	-2.00178095669e-09	4.52017682653e-09	0.671064534734	23
